
---------------- Connected: 26.05.2020   16:26:56 ----------------

$GPRMC,142657.00,A,4747.17590,N,01054.85510,E,1.489,,260520,,,A*77
$GPRMC,142658.00,A,4747.17627,N,01054.85399,E,1.942,,260520,,,A*7A
$GPRMC,142659.00,A,4747.17618,N,01054.85358,E,1.431,,260520,,,A*73
$GPRMC,142700.00,A,4747.17620,N,01054.85380,E,0.714,,260520,,,A*75
$GPRMC,142701.00,A,4747.17629,N,01054.85389,E,0.469,,260520,,,A*7D
$GPRMC,142702.00,A,4747.17639,N,01054.85399,E,0.379,,260520,,,A*78
$GPRMC,142703.00,A,4747.17636,N,01054.85372,E,0.292,,260520,,,A*77
$GPRMC,142704.00,A,4747.17625,N,01054.85388,E,0.137,,260520,,,A*7B
$GPRMC,142705.00,A,4747.17641,N,01054.85362,E,0.342,,260520,,,A*7C
$GPRMC,142706.00,A,4747.17631,N,01054.85346,E,0.274,,260520,,,A*7A
$GPRMC,142707.00,A,4747.17627,N,01054.85343,E,0.145,,260520,,,A*78
$GPRMC,142708.00,A,4747.17615,N,01054.85335,E,0.263,,260520,,,A*70
$GPRMC,142709.00,A,4747.17603,N,01054.85345,E,0.450,,260520,,,A*77
$GPRMC,142710.00,A,4747.17604,N,01054.85322,E,0.730,,260520,,,A*7C
$GPRMC,142711.00,A,4747.17598,N,01054.85304,E,0.842,,260520,,,A*75
$GPRMC,142712.00,A,4747.17598,N,01054.85317,E,0.145,,260520,,,A*7A
$GPRMC,142713.00,A,4747.17612,N,01054.85315,E,0.581,,260520,,,A*74
$GPRMC,142714.00,A,4747.17626,N,01054.85311,E,0.462,,260520,,,A*7C
$GPRMC,142715.00,A,4747.17612,N,01054.85331,E,0.260,,260520,,,A*7C

---------------- Connected: 28.05.2020   16:09:01 ----------------

$GPRMC,140902.00,A,4747.17676,N,01054.85915,E,1.785,,280520,,,A*79
$GPRMC,140903.00,A,4747.17667,N,01054.85914,E,0.418,,280520,,,A*7F
$GPRMC,140904.00,A,4747.17683,N,01054.85915,E,0.748,,280520,,,A*75
$GPRMC,140905.00,A,4747.17604,N,01054.85902,E,1.348,,280520,,,A*78
$GPRMC,140906.00,A,4747.17637,N,01054.85910,E,0.652,,280520,,,A*77
$GPRMC,140907.00,A,4747.17654,N,01054.85904,E,0.514,,280520,,,A*77
$GPRMC,140908.00,A,4747.17655,N,01054.85925,E,0.748,,280520,,,A*71
$GPRMC,140909.00,A,4747.17677,N,01054.85917,E,0.645,,280520,,,A*7D
$GPRMC,140910.00,A,4747.17663,N,01054.85902,E,0.014,,280520,,,A*76
$GPRMC,140911.00,A,4747.17643,N,01054.85909,E,0.457,,280520,,,A*7D
$GPRMC,140912.00,A,4747.17644,N,01054.85920,E,0.482,,280520,,,A*7A
$GPRMC,140913.00,A,4747.17684,N,01054.85946,E,1.354,,280520,,,A*7A
$GPRMC,140914.00,A,4747.17680,N,01054.85964,E,0.916,,280520,,,A*74
$GPRMC,140915.00,A,4747.17707,N,01054.85956,E,0.757,,280520,,,A*71
$GPRMC,140916.00,A,4747.17716,N,01054.85932,E,0.789,,280520,,,A*73
$GPRMC,140917.00,A,4747.17730,N,01054.85923,E,0.722,,280520,,,A*77
$GPRMC,140918.00,A,4747.17686,N,01054.85923,E,1.330,,280520,,,A*72
$GPRMC,140919.00,A,4747.17679,N,01054.85879,E,0.664,,280520,,,A*78
$GPRMC,140920.00,A,4747.17670,N,01054.85858,E,0.397,,280520,,,A*71
$GPRMC,140921.00,A,4747.17676,N,01054.85846,E,0.081,,280520,,,A*7D
$GPRMC,140922.00,A,4747.17621,N,01054.85847,E,1.513,,280520,,,A*72
$GPRMC,140923.00,A,4747.17606,N,01054.85851,E,0.774,,280520,,,A*73
$GPRMC,140924.00,A,4747.17587,N,01054.85841,E,0.651,,280520,,,A*79
$GPRMC,140925.00,A,4747.17550,N,01054.85807,E,1.105,,280520,,,A*77
$GPRMC,140926.00,A,4747.17511,N,01054.85730,E,1.587,,280520,,,A*74
$GPRMC,140927.00,A,4747.17489,N,01054.85760,E,0.974,,280520,,,A*71
$GPRMC,140928.00,A,4747.17503,N,01054.85751,E,0.441,,280520,,,A*74
$GPRMC,140929.00,A,4747.17489,N,01054.85739,E,0.323,,280520,,,A*7B
$GPRMC,140930.00,A,4747.17486,N,01054.85724,E,0.166,,280520,,,A*73
$GPRMC,140931.00,A,4747.17508,N,01054.85747,E,0.072,,280520,,,A*74
$GPRMC,140932.00,A,4747.17431,N,01054.85747,E,0.949,,280520,,,A*7D
$GPRMC,140933.00,A,4747.17436,N,01054.85740,E,0.433,,280520,,,A*7C
$GPRMC,140934.00,A,4747.17416,N,01054.85741,E,0.602,,280520,,,A*78
$GPRMC,140935.00,A,4747.17403,N,01054.85738,E,0.537,,280520,,,A*76
$GPRMC,140936.00,A,4747.17390,N,01054.85726,E,0.430,,280520,,,A*71
$GPRMC,140937.00,A,4747.17399,N,01054.85720,E,0.134,,280520,,,A*7E
$GPRMC,140938.00,A,4747.17405,N,01054.85723,E,0.073,,280520,,,A*72
$GPRMC,140939.00,A,4747.17399,N,01054.85723,E,0.053,,280520,,,A*73
$GPRMC,140940.00,A,4747.17392,N,01054.85720,E,0.150,,280520,,,A*77
$GPRMC,140941.00,A,4747.17393,N,01054.85721,E,0.062,,280520,,,A*76
$GPRMC,140942.00,A,4747.17392,N,01054.85721,E,0.060,,280520,,,A*76
$GPRMC,140943.00,A,4747.17374,N,01054.85723,E,0.201,,280520,,,A*78
$GPRMC,140944.00,A,4747.17361,N,01054.85722,E,0.133,,280520,,,A*78
$GPRMC,140945.00,A,4747.17335,N,01054.85721,E,0.315,,280520,,,A*7D
$GPRMC,140946.00,A,4747.17302,N,01054.85721,E,0.442,,280520,,,A*7F
$GPRMC,140947.00,A,4747.17266,N,01054.85724,E,0.618,,280520,,,A*75
$GPRMC,140948.00,A,4747.17251,N,01054.85733,E,0.336,,280520,,,A*71
$GPRMC,140949.00,A,4747.17230,N,01054.85736,E,0.435,,280520,,,A*76
$GPRMC,140950.00,A,4747.17218,N,01054.85737,E,0.341,,280520,,,A*71
$GPRMC,140951.00,A,4747.17192,N,01054.85735,E,0.361,,280520,,,A*71
$GPRMC,140952.00,A,4747.17180,N,01054.85730,E,0.293,,280520,,,A*78
$GPRMC,140953.00,A,4747.17166,N,01054.85723,E,0.282,,280520,,,A*73
$GPRMC,140954.00,A,4747.17150,N,01054.85725,E,0.369,,280520,,,A*73
$GPRMC,140955.00,A,4747.17148,N,01054.85723,E,0.243,,280520,,,A*74
$GPRMC,140956.00,A,4747.17142,N,01054.85728,E,0.212,,280520,,,A*72
$GPRMC,140957.00,A,4747.17134,N,01054.85734,E,0.238,,280520,,,A*77
$GPRMC,140958.00,A,4747.17115,N,01054.85734,E,0.337,,280520,,,A*75
$GPRMC,140959.00,A,4747.17108,N,01054.85716,E,0.368,,280520,,,A*72
$GPRMC,141000.00,A,4747.17091,N,01054.85716,E,0.359,,280520,,,A*75
$GPRMC,141001.00,A,4747.17080,N,01054.85710,E,0.335,,280520,,,A*78
$GPRMC,141002.00,A,4747.17069,N,01054.85696,E,0.340,,280520,,,A*71
$GPRMC,141003.00,A,4747.17037,N,01054.85677,E,0.559,,280520,,,A*7A
$GPRMC,141004.00,A,4747.17037,N,01054.85671,E,0.318,,280520,,,A*78
$GPRMC,141005.00,A,4747.17024,N,01054.85668,E,0.403,,280520,,,A*7E
$GPRMC,141006.00,A,4747.17005,N,01054.85669,E,0.529,,280520,,,A*76
$GPRMC,141007.00,A,4747.17001,N,01054.85664,E,0.315,,280520,,,A*77
$GPRMC,141008.00,A,4747.16996,N,01054.85669,E,0.310,,280520,,,A*76
$GPRMC,141009.00,A,4747.16995,N,01054.85678,E,0.281,,280520,,,A*7D
$GPRMC,141010.00,A,4747.16996,N,01054.85668,E,0.207,,280520,,,A*79
$GPRMC,141011.00,A,4747.17003,N,01054.85667,E,0.201,,280520,,,A*75

---------------- Connected: 16.09.2020   17:18:07 ----------------

$GPRMC,151808.00,A,4747.17661,N,01054.85589,E,0.411,,160920,,,A*73
$GPRMC,151813.00,A,4747.17663,N,01054.85619,E,0.175,,160920,,,A*76
$GPRMC,151818.00,A,4747.17673,N,01054.85629,E,0.018,,160920,,,A*75
$GPRMC,151822.00,A,4747.17678,N,01054.85615,E,0.051,,160920,,,A*75
$GPRMC,151823.00,A,4747.17664,N,01054.85580,E,0.525,,160920,,,A*70
$GPRMC,151824.00,A,4747.17679,N,01054.85593,E,0.326,,160920,,,A*7C
$GPRMC,151825.00,A,4747.17698,N,01054.85608,E,0.069,,160920,,,A*7B
$GPRMC,151836.00,A,4747.17744,N,01054.85509,E,0.155,,160920,,,A*75
$GPRMC,151841.00,A,4747.17780,N,01054.85531,E,0.433,,160920,,,A*73
$GPRMC,151846.00,A,4747.17841,N,01054.85542,E,0.290,,160920,,,A*7D
$GPRMC,151851.00,A,4747.17883,N,01054.85533,E,0.344,,160920,,,A*7B
$GPRMC,151856.00,A,4747.17889,N,01054.85547,E,0.142,,160920,,,A*71
$GPRMC,151857.00,A,4747.17890,N,01054.85538,E,0.328,,160920,,,A*7E
$GPRMC,151858.00,A,4747.17878,N,01054.85549,E,0.299,,160920,,,A*7A
$GPRMC,151859.00,A,4747.17861,N,01054.85570,E,0.153,,160920,,,A*7C
$GPRMC,151900.00,A,4747.17939,N,01054.85549,E,1.952,,160920,,,A*7F
$GPRMC,151901.00,A,4747.17963,N,01054.85567,E,0.857,,160920,,,A*78
$GPRMC,151902.00,A,4747.17954,N,01054.85568,E,0.296,,160920,,,A*77
$GPRMC,151903.00,A,4747.17937,N,01054.85603,E,0.200,,160920,,,A*72
$GPRMC,151914.00,A,4747.17938,N,01054.85628,E,0.439,,160920,,,A*7E
$GPRMC,151915.00,A,4747.17894,N,01054.85653,E,1.444,,160920,,,A*7F

---------------- Connected: 16.09.2020   17:27:37 ----------------

$GPRMC,152748.00,A,4747.17739,N,01054.85663,E,0.065,,160920,,,A*77
$GPRMC,152749.00,A,4747.17766,N,01054.85724,E,0.259,,160920,,,A*73
$GPRMC,152750.00,A,4747.17774,N,01054.85744,E,0.057,,160920,,,A*72
$GPRMC,152751.00,A,4747.17780,N,01054.85773,E,0.037,,160920,,,A*7A
$GPRMC,152752.00,A,4747.17779,N,01054.85792,E,0.033,,160920,,,A*74
$GPRMC,152753.00,A,4747.17772,N,01054.85797,E,0.153,,160920,,,A*7C
$GPRMC,152754.00,A,4747.17768,N,01054.85798,E,0.038,,160920,,,A*73
$GPRMC,152755.00,A,4747.17757,N,01054.85788,E,0.030,,160920,,,A*77
$GPRMC,152756.00,A,4747.17757,N,01054.85782,E,0.086,,160920,,,A*73
$GPRMC,152801.00,A,4747.17754,N,01054.85722,E,0.059,,160920,,,A*75
$GPRMC,152802.00,A,4747.17752,N,01054.85720,E,0.046,,160920,,,A*7C
$GPRMC,152803.00,A,4747.17753,N,01054.85712,E,0.204,,160920,,,A*79
$GPRMC,152804.00,A,4747.17778,N,01054.85692,E,0.837,,160920,,,A*74
$GPRMC,152805.00,A,4747.17794,N,01054.85681,E,0.307,,160920,,,A*7D
$GPRMC,152806.00,A,4747.17801,N,01054.85679,E,0.302,,160920,,,A*7F
$GPRMC,152807.00,A,4747.17819,N,01054.85681,E,0.140,,160920,,,A*74
$GPRMC,152808.00,A,4747.17819,N,01054.85699,E,0.649,,160920,,,A*7C
$GPRMC,152809.00,A,4747.17817,N,01054.85700,E,0.058,,160920,,,A*74
$GPRMC,152810.00,A,4747.17821,N,01054.85715,E,0.494,,160920,,,A*79
$GPRMC,152811.00,A,4747.17829,N,01054.85710,E,0.193,,160920,,,A*77
$GPRMC,152812.00,A,4747.17828,N,01054.85728,E,0.325,,160920,,,A*71
$GPRMC,152813.00,A,4747.17824,N,01054.85737,E,0.299,,160920,,,A*74
$GPRMC,152814.00,A,4747.17824,N,01054.85738,E,0.289,,160920,,,A*7D
$GPRMC,152815.00,A,4747.17819,N,01054.85744,E,0.173,,160920,,,A*7F
$GPRMC,152816.00,A,4747.17823,N,01054.85753,E,0.245,,160920,,,A*75
